InvoiceID,CustomerID,BranchID,InvoiceDate,Channel,PaymentMethod,DiscountAmount,TotalAmount,Status
INV000038,C00922,B99,1401-05-05,Online,OnlinePay,0.0,972440.0,Completed
INV000039,C00122,B07,1405-01-12,Store,OnlinePay,0.0,767834.0,Completed
INV000040,C00297,B02,1405-01-14,Store,Card,0.0,1880288.0,Completed
INV000041,C01497,B05,1403-03-05,App,OnlinePay,0.0,5576458.0,Completed
INV000042,C01595,B01,1400-12-18,Store,Wallet,0.0,2367929.0,Completed
INV000043,C00835,B02,1402-02-07,Store,OnlinePay,27699.0,887394.0,Completed
INV000044,C00705,B05,1404-06-07,Store,Cash,0.0,2213166.0,Completed
INV000045,C00411,B03,1404-11-10,Store,OnlinePay,0.0,2185984.0,Completed
INV000046,C02051,B99,1402-05-09,Online,Card,0.0,1915640.0,Completed
INV000047,C00780,B99,1400-06-20,Online,Card,0.0,3796917.0,Completed
INV000048,C00530,B99,1404-01-09,Online,Card,173245.0,2178691.0,Completed
INV000049,C00345,B08,1404-05-11,Store,Card,0.0,3927906.0,Completed
INV000050,C00546,B07,1402-10-20,Store,OnlinePay,0.0,2349948.0,Completed
INV000051,C02020,B99,1403-08-15,Online,OnlinePay,0.0,345814.0,Completed
INV000052,C00385,B99,1405-06-12,Store,Card,0.0,3100710.0,Completed
INV000053,C02173,B99,1401-10-01,Online,OnlinePay,0.0,2600314.0,Completed
INV000054,C01029,B07,1403-07-26,Store,Card,0.0,1336590.0,Completed
INV000055,C01672,B05,1403-10-08,Store,OnlinePay,0.0,2634350.0,Completed
INV000056,C01708,B04,1403-06-14,Store,Cash,0.0,2281078.0,Completed
INV000057,C00875,B99,1404-12-16,Online,Card,227333.0,1300314.0,Completed
INV000058,C01361,B99,1403-09-26,Store,Card,0.0,1827388.0,Completed
INV000059,C01170,B99,1403-03-22,Online,Cash,52457.0,589769.0,Completed
INV000060,C01447,B04,1400-12-11,Store,OnlinePay,0.0,2541603.0,Completed
INV000061,C00582,B02,1404-03-07,Store,Wallet,0.0,3213427.0,Completed
INV000062,C00911,B99,1401-01-03,App,Card,0.0,865165.0,Completed
INV000063,C01129,B99,1400-03-07,Online,Card,0.0,2796081.0,Completed
INV000064,C00689,B05,1403-02-16,Store,OnlinePay,291446.0,2250489.0,Completed
INV000065,C01748,B01,1403-07-25,Store,Cash,155299.0,3994001.0,Completed
INV000066,C01804,B07,1405-06-30,App,Cash,410601.0,5996946.0,Completed
INV000067,C01425,B07,1404-03-23,Store,OnlinePay,358550.0,2008565.0,Completed
INV000068,C00285,B06,1404-11-14,Store,Card,80149.0,1141351.0,Completed
INV000069,C01577,B99,1402-05-06,Online,OnlinePay,80685.0,2966008.0,Completed
INV000070,C01924,B99,1403-03-24,Online,Cash,0.0,364713.0,Completed
INV000071,C01144,B99,1405-05-22,Store,OnlinePay,78779.0,538333.0,Completed
INV000072,C01391,B05,1402-10-06,Store,OnlinePay,97620.0,2959943.0,Completed
INV000073,C00212,B07,1404-09-04,Store,Card,6731.0,206966.0,Completed
INV000074,C00392,B08,1403-04-28,Store,Wallet,0.0,423362.0,Completed
INV000075,C01417,B99,1401-08-09,Online,Cash,0.0,1517755.0,Completed
INV000076,C00576,B99,1403-08-10,Online,Card,0.0,2461042.0,Completed
INV000077,C01213,B99,1401-07-24,Online,Cash,0.0,2212885.0,Completed
INV000078,C01974,B99,1400-01-06,Online,OnlinePay,0.0,2364167.0,Completed
INV000079,C00707,B01,1401-09-08,Store,Card,0.0,1511303.0,Returned
INV000080,C00538,B04,1401-05-27,Store,Card,0.0,2.0,Completed
INV000081,C00065,B05,1402-06-30,Store,Card,0.0,963339.0,Completed
INV000082,C01512,B99,1405-01-10,Online,Card,136865.0,4135091.0,Completed
INV000083,C01122,B01,1402-08-03,Store,Card,0.0,311393.0,Completed
INV000084,C00725,B99,1404-11-08,Online,Card,0.0,3098051.0,Completed
INV000085,C00434,B08,1403-06-26,Store,OnlinePay,0.0,3950056.0,Completed
INV000086,C01667,B01,1400-01-15,Store,Card,0.0,3847267.0,Completed
INV000087,C01961,B07,1401-05-15,Store,Card,441311.0,2775374.0,Completed
INV000088,C00867,B07,1405-03-12,Store,Wallet,0.0,1321621.0,Completed
INV000089,C01073,B02,1403-09-25,Store,OnlinePay,11376.0,253204.0,Completed
INV000090,C01104,B07,1405-03-09,Store,Cash,456248.0,3637847.0,Completed
INV000091,C01710,B99,1402-02-17,Store,OnlinePay,0.0,2.0,Completed
INV000092,C01891,B99,1404-03-30,Store,Card,60726.0,294260.0,Completed
INV000093,C00412,B03,1404-07-06,App,Wallet,275094.0,3824276.0,Completed
INV000094,C00110,B99,1405-05-24,Store,Card,30982.0,297223.0,Completed
INV000095,C01937,B03,1400-02-14,Store,Card,0.0,3318745.0,Completed
INV000096,C01556,B04,1405-04-15,App,Cash,0.0,3.0,Completed
INV000097,C00956,B02,1402-08-11,Store,OnlinePay,0.0,6113316.0,Completed
INV000098,C01917,B06,1404-10-27,Store,Cash,0.0,2516960.0,Completed
INV000099,C01447,B05,1403-06-05,Store,OnlinePay,0.0,798695.0,Completed
INV000100,C00765,B03,1403-07-10,Store,Card,38663.0,1092658.0,Completed
INV000101,C02044,B06,1402-06-05,Store,OnlinePay,0.0,2222745.0,Completed
INV000102,C00112,B07,1404-10-11,App,Card,0.0,1759683.0,Completed
INV000103,C00297,B99,1401-11-16,Online,Card,0.0,5033158.0,Completed
INV000104,C01553,B06,1403-02-23,Store,Card,0.0,230756.0,Completed
INV000105,C01810,B99,1403-07-03,Store,Card,0.0,646183.0,Completed
INV000106,C01180,B03,1404-05-17,Store,Card,0.0,5608267.0,Completed
INV000107,C01825,B08,1403-01-15,Store,Wallet,0.0,1868821.0,Completed
INV000108,C01080,B05,1404-01-30,Store,Wallet,0.0,864632.0,Completed
INV000109,C00515,B99,1403-02-10,Store,OnlinePay,221796.0,1678795.0,Completed
INV000110,C01319,B03,1404-01-02,Store,OnlinePay,0.0,4973326.0,Completed
INV000111,C00841,B08,1404-01-19,Store,Card,45499.0,1765211.0,Completed
INV000112,C01292,B99,1404-03-18,Store,Wallet,480698.0,3968878.0,Completed
INV000113,C01354,B99,1404-10-02,Store,Wallet,0.0,1639232.0,Completed
INV000114,C01814,B99,1403-05-28,Store,Card,491850.0,3786832.0,Completed
INV000115,C01847,B02,1401-05-28,Store,OnlinePay,0.0,181860.0,Completed
INV000116,C00642,B05,1404-01-29,App,Card,304538.0,3596919.0,Completed
INV000117,C01919,B05,1400-08-02,Store,OnlinePay,0.0,1512308.0,Completed
INV000118,C02152,B07,1401-07-27,Store,OnlinePay,83964.0,2585496.0,Completed
INV000119,C00064,B04,1404-08-09,App,Card,0.0,1215545.0,Completed
INV000120,C01851,B08,1402-11-13,App,Cash,0.0,2871978.0,Completed
INV000121,C00682,B99,1403-03-03,Online,OnlinePay,0.0,322522.0,Completed
INV000122,C02106,B99,1405-06-12,Store,Cash,99647.0,3831611.0,Completed
INV000123,C00005,B99,1401-09-06,Online,Card,0.0,1712552.0,Completed
INV000124,C00585,B05,1400-02-18,Store,Card,0.0,1955169.0,Completed
INV000125,C01295,B05,1400-11-09,Store,Card,0.0,1915416.0,Completed
INV000126,C01459,B01,1401-09-29,Store,Card,0.0,606244.0,Returned
INV000127,C00858,B99,1404-04-16,Online,Card,5462.0,67752.0,Completed
INV000128,C00164,B99,1404-07-11,Online,Card,0.0,898302.0,Completed
INV000129,C01961,B07,1403-07-11,App,Card,0.0,4362163.0,Completed
INV000130,C02018,B01,1401-10-25,Store,Card,0.0,2591639.0,Completed
INV000131,C01381,B99,1403-04-19,Store,Card,0.0,1124279.0,Completed
INV000132,C00919,B99,1400-02-04,Store,OnlinePay,0.0,2192506.0,Completed
INV000133,C00183,B01,1404-02-02,Store,Card,0.0,724284.0,Completed
INV000134,C00986,B99,1403-10-14,Online,Card,0.0,3639409.0,Completed
INV000135,C00803,B99,1400-02-24,Store,OnlinePay,0.0,2420504.0,Completed
INV000136,C01678,B02,1404-09-21,Store,Cash,0.0,2034230.0,Completed
INV000137,C00358,B02,1404-06-23,Store,Card,0.0,3654770.0,Completed
INV000138,C00560,B99,1402-02-13,Online,Card,142979.0,4518954.0,Completed
INV000139,C00483,B07,1403-11-23,Store,OnlinePay,0.0,6926142.0,Completed
INV000140,C01073,B99,1403-09-20,Online,Card,0.0,2592429.0,Cancelled
INV000141,C01928,B99,1401-01-23,Online,OnlinePay,0.0,722763.0,Completed
INV000142,C00342,B99,1401-05-28,App,Card,0.0,3746764.0,Completed
INV000143,C01104,B99,1404-02-04,Store,Card,0.0,2246900.0,Completed
INV000144,C00324,B07,1405-03-15,Store,Card,0.0,2918084.0,Completed
INV000145,C01511,B03,1403-08-02,Store,Wallet,102247.0,956496.0,Completed
INV000146,C01392,B02,1403-07-16,Store,OnlinePay,0.0,1491787.0,Completed
INV000147,C00461,B05,1403-12-12,App,OnlinePay,0.0,2951821.0,Completed
INV000148,C01162,B07,1402-11-25,Store,Cash,0.0,1660485.0,Completed
INV000149,C00419,B02,1400-05-30,Store,Card,118556.0,3173425.0,Completed
INV000150,C00593,B99,1402-08-21,Online,Card,324059.0,5244250.0,Completed
INV000151,C01677,B06,1405-01-26,Store,Wallet,246814.0,3018741.0,Completed
INV000152,C00720,B05,1404-08-30,Store,OnlinePay,0.0,4955094.0,Completed
INV000153,C01454,B03,1405-03-06,Store,Card,0.0,1557825.0,Completed
INV000154,C01748,B99,1401-02-15,Store,Card,0.0,2065200.0,Completed
INV000155,C00069,B99,1403-03-18,App,Card,0.0,5726495.0,Completed
INV000156,C00562,B99,1403-08-18,Store,Wallet,0.0,1748818.0,Completed
INV000157,C00571,B02,1401-07-06,Store,Wallet,0.0,6700670.0,Completed
INV000158,C00485,B03,1401-06-16,Store,OnlinePay,0.0,358377.0,Completed
INV000159,C02135,B01,1404-07-21,Store,Cash,0.0,4212763.0,Completed
INV000160,C02193,B03,1404-01-16,Store,Card,0.0,3370059.0,Completed
INV000161,C01262,B04,1403-12-13,Store,Card,0.0,1074021.0,Completed
INV000162,C01300,B99,1401-11-24,Online,Wallet,80504.0,1854311.0,Completed
INV000163,C00581,B06,1403-03-20,Store,Wallet,0.0,2126061.0,Completed
INV000164,C02116,B02,1400-02-28,Store,Cash,122477.0,1463864.0,Completed
INV000165,C00993,B04,1400-12-28,Store,Card,0.0,2119834.0,Completed
INV000166,C00001,B04,1403-04-12,Store,Card,0.0,2808877.0,Completed
INV000167,C01551,B99,1402-02-16,Online,OnlinePay,0.0,2545741.0,Completed
INV000168,C01875,B01,1405-05-07,Store,Wallet,0.0,3530974.0,Completed
INV000169,C01286,B07,1403-01-15,Store,Cash,165367.0,3931094.0,Completed
INV000170,C01232,B06,1400-08-20,Store,Card,16662.0,380208.0,Completed
INV000171,C00511,B06,1400-02-13,Store,Card,21973.0,919299.0,Completed
INV000172,C00462,B01,1404-04-15,App,Card,477440.0,3090420.0,Completed
INV000173,C00610,B02,1401-03-30,Store,Card,0.0,1868805.0,Completed
INV000174,C00633,B01,1401-05-13,Store,Cash,0.0,1606942.0,Completed
INV000175,C01712,B99,1402-10-20,Store,OnlinePay,0.0,2232644.0,Completed
INV000176,C00723,B99,1401-11-16,Online,Cash,0.0,757805.0,Completed
INV000177,C00150,B99,1403-10-18,Online,OnlinePay,0.0,586463.0,Completed
INV000178,C01666,B03,1403-02-11,Store,Card,502200.0,2294206.0,Completed
INV000179,C00417,B03,1400-11-10,Store,Card,0.0,1464885.0,Completed
INV000180,C01206,B04,1404-07-26,Store,Wallet,84563.0,1422711.0,Completed
INV000181,C00273,B99,1402-10-24,Online,OnlinePay,0.0,3126946.0,Completed
INV000182,C00410,B08,1403-10-07,App,Card,0.0,137063.0,Completed
INV000183,C01416,B99,1400-01-08,App,Wallet,165798.0,2466415.0,Completed
INV000184,C01058,B04,1403-11-06,Store,OnlinePay,0.0,2273511.0,Completed
INV000185,C01165,B06,1401-12-27,Store,Cash,0.0,2870514.0,Completed
INV000186,C01077,B03,1403-02-27,Store,Card,196917.0,4882569.0,Completed
INV000187,C00949,B06,1402-01-22,Store,Card,0.0,2206745.0,Completed
INV000188,C00326,B03,1405-06-26,Store,Card,0.0,4401839.0,Completed
INV000189,C01968,B99,1401-08-26,Online,OnlinePay,0.0,3293400.0,Completed
INV000190,C00902,B99,1405-02-14,App,OnlinePay,0.0,2217681.0,Completed
INV000191,C01918,B02,1405-02-22,Store,OnlinePay,240101.0,2894903.0,Completed
INV000192,C00280,B99,1402-10-14,Online,OnlinePay,107357.0,3240219.0,Completed
INV000193,C01355,B07,1402-02-04,Store,Cash,0.0,1027837.0,Completed
INV000194,C00251,B99,1402-07-18,Online,Card,0.0,3696955.0,Completed
INV000195,C00068,B99,1405-06-15,Store,Card,66254.0,1137652.0,Completed
INV000196,C01600,B99,1403-10-23,Online,Card,0.0,682709.0,Completed
INV000197,C01593,B02,1403-06-05,Store,Card,0.0,792402.0,Completed
INV000198,C01981,B04,1400-04-03,Store,OnlinePay,6655.0,285230.0,Completed
INV000199,C00965,B03,1404-11-13,Store,Card,0.0,3305186.0,Completed
INV000200,C01059,B99,1400-08-21,Store,Cash,0.0,609248.0,Completed
INV000201,C00283,B08,1400-05-07,Store,Wallet,0.0,7113906.0,Completed
INV000202,C00968,B06,1401-12-11,App,Wallet,45988.0,636182.0,Completed
INV000203,C01056,B02,1403-01-23,Store,Cash,0.0,2437951.0,Completed
INV000204,C02155,B99,1405-01-18,Store,Card,115202.0,846017.0,Completed
INV000205,C00023,B04,1404-08-05,Store,OnlinePay,0.0,3717881.0,Completed
INV000206,C00194,B99,1401-06-08,Online,Card,0.0,134324.0,Completed
INV000207,C01164,B99,1402-07-01,Online,Card,144187.0,3701658.0,Completed
INV000208,C01386,B02,1404-07-18,Store,OnlinePay,0.0,3275401.0,Completed
INV000209,C01190,B07,1403-04-31,Store,Cash,0.0,2314723.0,Completed
INV000210,C00188,B99,1401-04-07,Online,Card,0.0,2131695.0,Completed
INV000211,C00380,B99,1402-08-20,Online,Cash,0.0,1942985.0,Completed
INV000212,C00163,B01,1403-11-05,Store,Cash,0.0,470302.0,Completed
INV000213,C01308,B99,1405-05-20,Online,Cash,0.0,2252992.0,Completed
INV000214,C00498,B01,1404-01-04,Store,Wallet,0.0,3909158.0,Completed
INV000215,C00679,B03,1400-02-08,Store,Card,4244.0,76063.0,Completed
INV000216,C00053,B99,1404-03-10,Online,Cash,0.0,2780539.0,Completed
INV000217,C00268,B08,1401-10-15,Store,OnlinePay,204072.0,4393681.0,Completed
INV000218,C01312,B99,1404-12-06,Online,Wallet,0.0,1215545.0,Completed
INV000219,C00854,B07,1402-07-24,Store,Card,0.0,1572324.0,Completed
INV000220,C00955,B04,1401-06-13,Store,Card,163852.0,3919841.0,Completed
INV000221,C01540,B05,1403-01-11,App,Card,7025.0,296526.0,Completed
INV000222,C01447,B08,1401-10-26,App,Cash,55787.0,1637665.0,Completed
INV000223,C00298,B04,1401-09-08,Store,Cash,0.0,2616144.0,Completed
INV000224,C01800,B01,1403-07-26,Store,Cash,0.0,7053947.0,Completed
INV000225,C02116,B08,1404-06-30,Store,Card,0.0,3125350.0,Cancelled
INV000226,C00891,B99,1404-10-22,Store,Card,539662.0,6468402.0,Completed
INV000227,C02069,B05,1402-08-24,Store,Card,130687.0,1890385.0,Completed
INV000228,C01573,B04,1400-07-04,App,Card,36426.0,194330.0,Completed
INV000229,C01887,B99,1403-02-08,Online,Wallet,0.0,5284259.0,Completed
INV000230,C00012,B08,1402-11-10,Store,Card,0.0,3253775.0,Completed
INV000231,C01464,B02,1401-06-06,Store,Card,0.0,4934666.0,Completed
INV000232,C00983,B01,1405-01-19,Store,Card,8051.0,168330.0,Completed
INV000233,C01899,B08,1405-05-21,Store,OnlinePay,89021.0,754573.0,Completed
INV000234,C02059,B07,1400-05-22,Store,OnlinePay,0.0,2577077.0,Completed
INV000235,C01893,B99,1404-08-15,Store,OnlinePay,173655.0,2128238.0,Completed
INV000236,C01322,B02,1403-12-11,Store,OnlinePay,117094.0,1291542.0,Completed
INV000237,C00023,B99,1401-11-10,Online,OnlinePay,32019.0,1017033.0,Completed
INV000238,C01840,B99,,Online,OnlinePay,0.0,3680986.0,Completed
INV000239,C00660,B99,1400-12-24,Online,Card,0.0,3159569.0,Completed
INV000240,C00512,B04,1400-07-10,Store,Card,0.0,2038751.0,Completed
INV000241,C00070,B99,1405-06-21,Online,Card,0.0,3125369.0,Completed
INV000242,C01393,B99,1403-11-25,Online,Card,0.0,1797176.0,Completed
INV000243,C01052,B03,1401-10-21,App,Cash,203664.0,1402911.0,Completed
INV000244,C01854,B05,1402-12-12,Store,Cash,0.0,1659251.0,Completed
INV000245,C00967,B04,1405-04-11,App,OnlinePay,0.0,3559398.0,Completed
INV000246,C00371,B99,1402-11-21,Store,Cash,180309.0,5149629.0,Completed
INV000247,C00209,B06,1405-01-26,Store,Card,0.0,3518801.0,Completed
INV000248,C02030,B05,1404-12-15,App,OnlinePay,0.0,4695532.0,Completed
INV000249,C01794,B02,1402-04-31,Store,Card,0.0,3174178.0,Completed
INV000250,C01142,B99,1404-02-26,Online,Card,0.0,1752395.0,Completed
INV000251,C00401,B01,1404-01-03,App,Card,258239.0,4122603.0,Completed
INV000252,C02191,B02,1404-07-04,Store,Card,0.0,1086426.0,Completed
INV000253,C01191,B08,1402-06-19,App,OnlinePay,0.0,1805866.0,Returned
INV000254,C00705,B99,1400-05-24,Online,Card,0.0,423365.0,Cancelled
INV000255,C01471,B02,1401-03-29,Store,Wallet,0.0,4275962.0,Completed
INV000256,C01582,B06,1403-10-18,Store,OnlinePay,0.0,3757561.0,Completed
INV000257,C01254,B02,1404-07-10,Store,Card,0.0,1.0,Completed
INV000258,C00673,B03,1404-06-10,Store,Cash,0.0,1275625.0,Completed
INV000259,C01877,B06,1403-08-16,App,Cash,311801.0,3074622.0,Completed
INV000260,C01336,B99,1400-08-24,Store,OnlinePay,164111.0,3696685.0,Completed
INV000261,C01735,B02,1400-02-11,Store,Card,173556.0,2383411.0,Completed
INV000262,C00677,B04,1404-07-22,App,Wallet,71702.0,1002424.0,Completed
INV000263,C02108,B05,1403-06-14,Store,Card,0.0,1744399.0,Completed
INV000264,C01135,B99,1404-07-23,App,OnlinePay,0.0,6129728.0,Completed
INV000265,C02092,B02,1401-03-09,Store,Cash,0.0,1436353.0,Completed
INV000266,C00002,B04,1402-09-15,Store,Cash,157067.0,4450135.0,Completed
INV000267,C01625,B05,1405-02-24,Store,Card,0.0,1328796.0,Completed
INV000268,C00565,B06,1401-03-31,Store,Card,0.0,2228570.0,Completed
INV000269,C01907,B99,1400-06-21,Online,Cash,0.0,1020500.0,Completed
INV000270,C00781,B03,1403-12-23,Store,OnlinePay,123723.0,2805896.0,Completed
INV000271,C01162,B03,1403-09-06,Store,Cash,0.0,149716.0,Completed
INV000272,C00932,B08,1405-04-14,Store,OnlinePay,0.0,5089114.0,Completed
INV000273,C00772,B04,1405-02-04,App,OnlinePay,165346.0,1528102.0,Completed
INV000274,C01403,B99,1404-05-30,Online,Card,0.0,6334962.0,Completed
INV000275,C01082,B04,1400-02-16,Store,Cash,0.0,3846150.0,Completed
INV000276,C01078,B99,1403-02-01,App,OnlinePay,0.0,3616290.0,Completed
INV000277,C00190,B99,1405-01-19,Online,Card,0.0,3125073.0,Completed
INV000278,C01842,B99,1402-11-10,Online,OnlinePay,111276.0,1202102.0,Completed
INV000279,C01791,B04,1405-05-01,Store,Card,0.0,2321843.0,Completed
INV000280,C00974,B05,1403-12-21,Store,OnlinePay,0.0,1318296.0,Completed
INV000281,C00799,B99,1400-11-04,Store,Card,0.0,1836330.0,Completed
INV000282,C01825,B99,1403-03-25,Online,OnlinePay,0.0,1062116.0,Completed
INV000283,C00733,B99,1404-02-25,Store,OnlinePay,0.0,1289773.0,Completed
INV000284,C00216,B07,1400-07-01,Store,Card,0.0,1400922.0,Completed
INV000285,C00636,B99,1402-05-02,Online,Card,34163.0,985315.0,Completed
INV000286,C01562,B99,1404-03-31,Online,Card,0.0,2704769.0,Completed
INV000287,C01207,B99,1401-02-26,Online,Wallet,0.0,291885.0,Completed
INV000288,C00344,B08,1402-05-10,Store,OnlinePay,34820.0,959923.0,Completed
INV000289,C01690,B99,1404-02-15,Online,Cash,0.0,649186.0,Completed
INV000290,C00195,B02,1404-07-10,Store,Cash,0.0,1349080.0,Completed
INV000291,C01216,B99,1403-04-12,Store,OnlinePay,0.0,1652122.0,Completed
INV000292,C01158,B02,1405-04-23,Store,OnlinePay,0.0,284817.0,Completed
INV000293,C01484,B99,1405-03-03,Store,Wallet,0.0,1317476.0,Completed
INV000294,C00059,B07,1403-01-19,Store,Card,171500.0,3081149.0,Completed
INV000295,C01097,B06,1401-03-03,Store,Card,62384.0,2488715.0,Completed
INV000296,C00345,B04,1404-07-07,Store,Card,129069.0,3092379.0,Completed
INV000297,C02078,B02,1401-09-26,App,Cash,0.0,304624.0,Completed
INV000298,C02167,B07,1404-11-04,Store,OnlinePay,207403.0,3673232.0,Completed
INV000299,C01178,B99,1403-08-22,Store,Wallet,256783.0,1477002.0,Completed
INV000300,C00748,B99,1402-08-16,Online,Wallet,0.0,3421046.0,Completed
INV000301,C02154,B99,1403-06-27,Online,OnlinePay,205447.0,2765782.0,Completed
INV000302,C01753,B08,1403-05-12,Store,Cash,0.0,4.0,Completed
INV000303,C00003,B99,1405-03-02,Store,Card,197860.0,2836872.0,Completed
INV000304,C00199,B05,1401-07-15,Store,Card,41818.0,627768.0,Completed
INV000305,C00272,B99,1405-03-07,Online,Cash,102067.0,1658900.0,Completed
INV000306,C01299,B01,1400-03-20,Store,OnlinePay,267395.0,1667970.0,Completed
INV000307,C00435,B99,1404-07-02,Online,Card,0.0,1412421.0,Completed
INV000308,C01171,B07,1405-02-25,Store,OnlinePay,96189.0,583648.0,Completed
INV000309,C01865,B06,1402-08-16,Store,Card,0.0,1358834.0,Completed
INV000310,C00304,B99,1400-07-20,Store,Card,0.0,1465436.0,Completed
INV000311,C01569,B99,1404-08-30,Online,Card,0.0,914158.0,Completed
INV000312,C01087,B06,1404-11-04,Store,Wallet,0.0,3874957.0,Completed
INV000313,C01846,B99,1402-04-13,Online,Card,0.0,5025423.0,Completed
INV000314,C01271,B99,1403-04-13,Online,Card,0.0,6284001.0,Completed
INV000315,C01342,B01,1404-09-08,Store,Card,583595.0,6028022.0,Completed
INV000316,C00341,B99,1401-05-24,Store,Card,0.0,5001203.0,Completed
INV000317,C01054,B03,1403-11-11,Store,OnlinePay,1692.0,87436.0,Completed
INV000318,C01347,B03,1402-11-03,Store,Cash,0.0,5252666.0,Completed
INV000319,C01157,B07,1401-04-07,Store,Cash,58778.0,435402.0,Cancelled
INV000320,C00558,B99,1404-10-16,Online,Cash,0.0,2266323.0,Completed
INV000321,C01107,B04,1402-03-18,Store,Card,106665.0,3513637.0,Completed
INV000322,C00698,B99,1405-03-17,Store,Wallet,10289.0,280851.0,Completed
INV000323,C01701,B02,1403-07-18,Store,Card,0.0,3343572.0,Completed
INV000324,C00606,B01,1403-04-04,Store,OnlinePay,0.0,4402620.0,Completed
INV000325,C00354,B99,1402-10-19,Store,Cash,212092.0,3051225.0,Completed
INV000326,C00476,B01,1402-08-30,Store,Cash,0.0,5894839.0,Completed
INV000327,C01559,B99,1404-09-23,Online,Cash,0.0,2437177.0,Completed
INV000328,C00860,B05,1404-01-25,Store,Card,83240.0,1854814.0,Completed
INV000329,C01135,B06,1404-07-08,Store,Wallet,0.0,1935785.0,Completed
INV000330,C01658,B04,1402-10-14,App,Card,0.0,454780.0,Cancelled
INV000331,C00547,B99,1401-11-10,Store,Card,0.0,2463704.0,Completed
INV000332,C00903,B99,1400-08-30,Online,Card,0.0,2699917.0,Completed
INV000333,C01723,B07,1404-07-12,Store,Card,0.0,3725760.0,Completed
INV000334,C01945,B08,1402-10-01,Store,Card,0.0,901423.0,Completed
INV000335,C01527,B02,1403-03-25,Store,Card,0.0,765377.0,Completed
INV000336,C01957,B99,1403-01-12,Online,OnlinePay,0.0,5311539.0,Completed
INV000337,C01123,B99,1402-11-04,Store,Cash,58029.0,380412.0,Completed
INV000338,C01350,B05,1404-02-05,Store,Card,0.0,1373219.0,Completed
INV000339,C01412,B99,1403-10-03,Store,Card,69948.0,1760866.0,Completed
INV000340,C01568,B99,1405-05-18,Store,Card,89404.0,2786061.0,Completed
INV000341,C01607,B07,1401-01-13,Store,Card,0.0,3162995.0,Completed
INV000342,C01927,B06,1403-07-27,Store,OnlinePay,0.0,3468205.0,Completed
