CustomerID,Purchases,TotalSpend,AvgOrder,FirstPurchase,LastPurchase,CLV
C00197,2,1900749.0,950374.5,1400-10-18,1403-04-19,2851123.5
C00198,7,23233440.0,3319062.8571428573,1400-02-16,1405-06-17,34850160.0
C00199,8,14177103.0,1772137.875,1401-03-31,1405-06-22,21265654.5
C00200,10,29025695.0,2902569.5,1400-03-08,1404-09-22,43538542.5
C00201,1,5065128.0,5065128.0,1401-10-25,1401-10-25,7597692.0
C00202,8,17459410.0,2182426.25,1400-03-25,1405-02-09,26189115.0
C00203,5,17385066.0,3477013.2,1402-01-17,1405-05-27,26077599.0
C00204,4,10013497.0,2503374.25,1403-01-26,1405-01-10,15020245.5
C00205,6,10476346.0,1746057.6666666667,1400-01-04,1404-03-21,15714519.0
C00206,8,19918014.0,2489751.75,1401-02-15,1405-05-04,29877021.0
C00207,8,12031552.0,1503944.0,1400-01-07,1403-09-07,18047328.0
C00208,6,14415111.0,2402518.5,1400-06-17,1405-05-21,21622666.5
C00209,8,21163112.0,2645389.0,1400-01-22,1405-01-26,31744668.0
C00210,9,15522745.0,1724749.4444444445,1400-09-14,1404-07-28,23284117.5
C00211,3,7997404.0,2665801.3333333335,1401-02-20,1403-06-06,11996106.0
C00212,10,24788622.0,2478862.2,1400-02-01,1404-10-14,37182933.0
C00213,9,24604958.0,2733884.222222222,1400-02-28,1405-06-26,36907437.0
C00214,7,18887210.0,2698172.8571428573,1400-06-24,1405-01-11,28330815.0
C00215,11,30941170.0,2812833.6363636362,1400-12-13,1405-06-18,46411755.0
C00216,7,17945675.0,2563667.8571428573,1400-07-01,1405-03-20,26918512.5
C00217,6,12206132.0,2034355.3333333333,1400-06-26,1405-04-03,18309198.0
C00218,6,22008904.0,3668150.6666666665,1401-08-19,1404-08-12,33013356.0
C00219,6,14104124.0,2350687.3333333335,1401-05-31,1404-01-16,21156186.0
C00220,5,8481276.0,1696255.2,1400-10-09,1405-06-28,12721914.0
C00221,11,30296494.0,2754226.727272727,1400-02-14,1404-10-03,45444740.99999999
C00222,6,10682595.0,1780432.5,1401-06-26,1405-06-27,16023892.5
C00223,4,7089750.0,1772437.5,1401-05-29,1403-01-11,10634625.0
C00224,10,33131980.0,3313198.0,1400-01-27,1404-05-15,49697970.0
C00225,10,21208537.0,2120853.7,1400-04-06,1403-05-25,31812805.5
C00226,7,22460083.0,3208583.285714286,1400-08-24,1405-01-15,33690124.5
C00227,7,21721505.0,3103072.1428571427,1400-06-03,1405-03-03,32582257.5
C00228,7,16423996.0,2346285.1428571427,1400-03-20,1405-05-11,24635994.0
C00229,8,12963419.0,1620427.375,1400-01-10,1404-02-30,19445128.5
C00230,6,11808039.0,1968006.5,1400-01-25,1403-11-20,17712058.5
C00231,5,9120992.0,1824198.4,1400-03-11,1403-05-28,13681488.0
C00232,2,3160627.0,1580313.5,1403-11-03,1404-12-21,4740940.5
C00233,11,22368419.0,2033492.6363636365,1401-02-22,1405-02-20,33552628.5
C00234,11,18229648.0,1657240.7272727273,1400-06-16,1404-10-05,27344472.0
C00235,5,10273931.0,2054786.2,1402-07-28,1404-09-20,15410896.5
C00236,11,31260958.0,2841905.272727273,1401-05-25,1405-05-03,46891437.00000001
C00237,7,14840381.0,2120054.4285714286,1401-10-23,1405-03-28,22260571.5
C00238,7,19030606.0,2718658.0,1403-02-04,1405-04-07,28545909.0
C00239,8,23329057.0,2916132.125,1401-01-28,1405-03-09,34993585.5
C00240,5,11834617.0,2366923.4,1400-01-18,1405-02-08,17751925.5
C00241,4,20140866.0,5035216.5,1401-11-18,1404-10-30,30211299.0
C00242,4,10890804.0,2722701.0,1400-03-10,1404-12-15,16336206.0
C00243,4,7739208.0,1934802.0,1401-01-05,1404-05-24,11608812.0
C00244,8,21920868.0,2740108.5,1401-05-23,1404-01-08,32881302.0
C00245,6,15761026.0,2626837.6666666665,1400-05-14,1404-10-13,23641539.0
C00246,7,14581375.0,2083053.5714285714,1401-12-02,1404-12-23,21872062.5
C00247,6,16862457.0,2810409.5,1401-01-09,1404-11-24,25293685.5
C00248,8,22170489.0,2771311.125,1400-07-24,1405-02-28,33255733.5
C00249,8,23521118.0,2940139.75,1400-08-27,1404-11-02,35281677.0
C00250,7,17539805.0,2505686.4285714286,1400-07-25,1404-12-22,26309707.5
C00251,6,12098084.0,2016347.3333333333,1401-06-06,1405-06-26,18147126.0
C00252,5,13660366.0,2732073.2,1401-06-09,1405-05-14,20490549.0
C00253,6,20439388.0,3406564.6666666665,1401-02-05,1405-01-01,30659082.0
C00254,4,7579128.0,1894782.0,1402-07-06,1404-02-04,11368692.0
C00255,9,21882430.0,2431381.111111111,1400-06-13,1405-03-11,32823645.0
C00256,5,13468971.0,2693794.2,1401-07-26,1404-08-20,20203456.5
C00257,8,10378671.0,1297333.875,1400-04-17,1405-04-22,15568006.5
C00258,6,17603214.0,2933869.0,1401-04-09,1404-04-16,26404821.0
C00259,9,21534591.0,2392732.3333333335,1400-03-08,1405-02-06,32301886.5
C00260,9,22446384.0,2494042.6666666665,1400-09-01,1404-10-04,33669576.0
C00261,6,13986894.0,2331149.0,1400-02-09,1405-01-13,20980341.0
C00262,6,11949233.0,1991538.8333333333,1400-04-01,1403-12-06,17923849.5
C00263,8,16425314.0,2053164.25,1400-01-11,1405-05-16,24637971.0
C00264,6,12413672.0,2068945.3333333333,1401-09-15,1404-08-09,18620508.0
C00265,13,36536174.0,2810474.923076923,1401-04-15,1405-02-06,54804261.0
C00266,7,25119247.0,3588463.8571428573,1400-07-28,1404-05-13,37678870.5
C00267,8,21107562.0,2638445.25,1401-01-21,1405-05-15,31661343.0
C00268,7,14810822.0,2115831.714285714,1400-06-22,1404-11-25,22216232.999999996
C00269,11,21925547.0,1993231.5454545454,1400-01-06,1405-03-31,32888320.5
C00270,7,20144620.0,2877802.8571428573,1401-11-25,1405-04-24,30216930.0
C00271,10,27005995.0,2700599.5,1402-07-13,1405-03-18,40508992.5
C00272,5,15052180.0,3010436.0,1400-11-24,1405-06-07,22578270.0
C00273,8,15774206.0,1971775.75,1400-08-06,1404-10-08,23661309.0
C00274,6,15990197.0,2665032.8333333335,1400-01-28,1404-12-22,23985295.5
C00275,4,4250702.0,1062675.5,1400-03-09,1405-06-26,6376053.0
C00276,3,3725354.0,1241784.6666666667,1402-09-15,1403-09-26,5588031.0
C00277,4,11526206.0,2881551.5,1401-03-10,1404-07-08,17289309.0
C00278,6,15177322.0,2529553.6666666665,1401-08-06,1405-05-28,22765983.0
C00279,7,18656181.0,2665168.714285714,1400-10-29,1404-01-18,27984271.5
C00280,8,21098105.0,2637263.125,1401-01-12,1404-11-04,31647157.5
C00281,5,14676184.0,2935236.8,1400-03-04,1404-07-04,22014276.0
C00282,9,21542696.0,2393632.888888889,1401-02-29,1405-02-27,32314044.0
C00283,8,22999661.0,2874957.625,1400-03-04,1403-07-26,34499491.5
C00284,7,20029552.0,2861364.5714285714,1401-02-15,1405-03-09,30044328.0
C00285,10,16051457.0,1605145.7,1401-05-22,1404-11-14,24077185.5
C00286,5,13158514.0,2631702.8,1400-06-30,1405-03-07,19737771.0
C00287,7,16872057.0,2410293.8571428573,1401-02-16,1405-04-22,25308085.5
C00288,3,2380634.0,793544.6666666666,1400-05-01,1404-11-29,3570951.0
C00289,6,12610385.0,2101730.8333333335,1402-04-09,1405-05-28,18915577.5
C00290,6,14058430.0,2343071.6666666665,1401-10-30,1404-10-30,21087645.0
C00291,4,4274469.0,1068617.25,1401-02-07,1404-01-07,6411703.5
C00292,5,14137465.0,2827493.0,1400-06-19,1405-06-26,21206197.5
C00293,11,27581229.0,2507384.4545454546,1400-07-08,1405-03-02,41371843.5
C00294,4,6773721.0,1693430.25,1402-11-24,1405-03-18,10160581.5
C00295,6,16134568.0,2689094.6666666665,1400-08-16,1403-10-14,24201852.0
C00296,9,16336574.0,1815174.888888889,1400-04-01,1405-06-10,24504861.0
C00297,8,21571384.0,2696423.0,1400-07-01,1405-06-20,32357076.0
C00298,7,25126136.0,3589448.0,1400-07-05,1405-02-24,37689204.0
C00299,12,28628918.0,2385743.1666666665,1400-11-24,1404-07-29,42943377.0
C00300,6,15040488.0,2506748.0,1401-05-29,1405-01-06,22560732.0
C00301,1,4198319.0,4198319.0,1404-07-03,1404-07-03,6297478.5
C00302,6,21529801.0,3588300.1666666665,1400-04-22,1404-08-16,32294701.5
C00303,5,15384942.0,3076988.4,1402-05-14,1404-01-12,23077413.0
C00304,8,11844161.0,1480520.125,1400-07-20,1405-03-29,17766241.5
C00305,2,3057092.0,1528546.0,1400-05-20,1405-06-29,4585638.0
C00306,6,16382882.0,2730480.3333333335,1400-07-08,1404-10-12,24574323.0
C00307,3,1876247.0,625415.6666666666,1401-09-16,1404-04-10,2814370.5
C00308,11,29140517.0,2649137.909090909,1400-04-07,1405-06-29,43710775.5
C00309,7,18919274.0,2702753.4285714286,1400-01-05,1405-02-29,28378911.0
C00310,10,26720431.0,2672043.1,1400-02-10,1405-03-04,40080646.5
C00311,8,13598660.0,1699832.5,1400-07-08,1405-06-30,20397990.0
C00312,4,11992593.0,2998148.25,1400-04-27,1404-12-11,17988889.5
C00313,5,12748574.0,2549714.8,1401-07-30,1405-04-07,19122861.0
C00314,9,24185203.0,2687244.777777778,1400-02-16,1404-04-29,36277804.5
C00315,6,18412320.0,3068720.0,1403-03-25,1404-07-30,27618480.0
C00316,9,17645721.0,1960635.6666666667,1401-02-01,1405-01-02,26468581.5
C00317,8,12723345.0,1590418.125,1400-05-01,1405-03-08,19085017.5
C00318,6,15738802.0,2623133.6666666665,1401-03-25,1405-04-01,23608203.0
C00319,5,11872690.0,2374538.0,1401-10-23,1405-04-03,17809035.0
C00320,6,10991595.0,1831932.5,1401-09-08,1405-06-11,16487392.5
C00321,9,20264189.0,2251576.5555555555,1400-11-20,1405-06-27,30396283.5
C00322,10,25128965.0,2512896.5,1401-06-08,1405-01-11,37693447.5
C00323,8,17889200.0,2236150.0,1401-12-09,1405-04-01,26833800.0
C00324,9,21261907.0,2362434.111111111,1400-09-26,1405-06-02,31892860.5
C00325,9,31111651.0,3456850.111111111,1401-04-19,1404-05-10,46667476.5
C00326,11,27973840.0,2543076.3636363638,1400-10-22,1405-06-26,41960760.0
C00327,8,17861426.0,2232678.25,1400-06-16,1404-12-24,26792139.0
C00328,5,5518445.0,1103689.0,1400-11-20,1404-04-02,8277667.5
C00329,13,29283861.0,2252604.6923076925,1400-01-06,1405-05-04,43925791.50000001
C00330,4,7528827.0,1882206.75,1403-10-21,1405-04-10,11293240.5
C00331,10,14799195.0,1479919.5,1401-08-22,1405-06-07,22198792.5
C00332,8,26050727.0,3256340.875,1400-07-29,1405-01-02,39076090.5
C00333,7,20223822.0,2889117.4285714286,1400-08-24,1404-09-12,30335733.0
C00334,1,3932660.0,3932660.0,1403-10-28,1403-10-28,5898990.0
C00335,8,20923886.0,2615485.75,1400-07-09,1404-11-17,31385829.0
C00336,5,12132423.0,2426484.6,1401-08-04,1405-05-06,18198634.5
C00337,5,12565922.0,2513184.4,1400-08-29,1403-01-14,18848883.0
C00338,10,24502381.0,2450238.1,1400-01-22,1405-02-23,36753571.5
C00339,6,14931150.0,2488525.0,1400-01-09,1405-01-05,22396725.0
C00340,5,7342593.0,1468518.6,1400-02-03,1405-01-16,11013889.5
C00341,9,26971884.0,2996876.0,1400-01-07,1405-04-05,40457826.0
C00342,7,18940505.0,2705786.4285714286,1401-05-28,1405-03-26,28410757.5
C00343,4,11838656.0,2959664.0,1400-02-06,1404-07-17,17757984.0
C00344,11,25159099.0,2287190.8181818184,1400-07-12,1405-04-23,37738648.5
C00345,8,18790454.0,2348806.75,1402-06-26,1404-08-27,28185681.0
C00346,6,16805340.0,2800890.0,1402-04-27,1405-06-13,25208010.0
C00347,3,9775912.0,3258637.3333333335,1404-03-20,1405-02-31,14663868.0
C00348,10,32233914.0,3223391.4,1401-01-20,1405-02-13,48350871.0
C00349,5,6019651.0,1203930.2,1400-09-13,1405-04-03,9029476.5
C00350,11,20551539.0,1868321.7272727273,1402-04-31,1405-02-24,30827308.5
C00351,6,18422906.0,3070484.3333333335,1400-11-15,1403-03-18,27634359.0
C00352,5,13324858.0,2664971.6,1401-01-12,1405-01-12,19987287.0
C00353,8,18567440.0,2320930.0,1400-05-15,1405-05-18,27851160.0
C00354,8,18050606.0,2256325.75,1402-10-19,1405-05-16,27075909.0
